listing_id,arrondissement,room_type,stay_nights
49071,6e,Shared room,1.85
87984,20e,Entire home,7.19
55649,20e,Entire home,3.97
3235,2e,Private room,2.42
81903,15e,Shared room,3.67
82788,18e,Shared room,4.51
18971,6e,Entire home,8.86
99314,16e,Private room,4.2
87908,20e,Entire home,1
37581,14e,Entire home,6.21
89446,18e,Entire home,14.44
8464,4e,Private room,2.55
53365,17e,Private room,1
97919,6e,Entire home,7.28
99086,18e,Entire home,4.29
6629,1e,Private room,4.64
33407,17e,Entire home,8.96
41962,2e,Entire home,4.37
43885,19e,Entire home,10.22
41272,20e,Entire home,4.69
15405,3e,Entire home,13.09
7738,2e,Entire home,1
38655,15e,Entire home,7.91
83251,20e,Entire home,6.29
94108,17e,Private room,1
7199,16e,Entire home,6.88
54836,14e,Private room,6.82
97508,2e,Entire home,9.34
67129,8e,Private room,1
58811,11e,Entire home,4.3
78331,17e,Private room,6.42
4329,2e,Entire home,6.65
94159,7e,Entire home,6.16
47957,3e,Shared room,4.69
78631,13e,Entire home,5.62
46337,8e,Entire home,9.5
71703,16e,Private room,4.65
32595,7e,Entire home,7.4
72718,4e,Private room,4.9
66980,9e,Entire home,4.88
53614,11e,Shared room,1.86
4555,3e,Entire home,7.27
48251,1e,Entire home,9.02
47891,12e,Private room,1
26978,12e,Entire home,9.02
62097,7e,Entire home,3.22
80495,2e,Private room,3.33
93339,16e,Entire home,4.49
81220,3e,Private room,3.09
93046,16e,Entire home,3.82
8951,10e,Shared room,1
61651,3e,Entire home,11.67
32977,6e,Private room,4.62
4875,2e,Private room,4.03
52557,18e,Entire home,2.52
69526,19e,Shared room,4.34
35451,11e,Private room,8.75
98238,18e,Entire home,11.27
42478,20e,Private room,4.22
3920,5e,Entire home,9.27
66672,3e,Private room,6.74
56490,14e,Entire home,10.42
65742,2e,Entire home,5.15
80113,14e,Entire home,6.8
77630,12e,Entire home,1
20223,12e,Entire home,2.17
69970,10e,Entire home,11.12
28642,17e,Private room,1.82
9585,3e,Entire home,2.98
41997,20e,Private room,7.31
67850,20e,Private room,1.87
15214,9e,Entire home,3.92
72706,14e,Entire home,8.4
25298,6e,Entire home,8.1
65153,4e,Entire home,6.55
86707,2e,Entire home,4.12
63184,3e,Private room,1.06
85972,2e,Entire home,4.74
39760,1e,Private room,2.25
39621,2e,Entire home,2.57
95527,20e,Private room,1.92
44706,5e,Entire home,7.56
43286,2e,Entire home,4.21
48437,5e,Private room,1.21
57665,17e,Entire home,1
95038,5e,Private room,4.75
26247,10e,Entire home,8.19
97687,12e,Entire home,5.67
26351,13e,Private room,1
11834,2e,Entire home,8.63
78865,6e,Private room,4.87
49496,7e,Entire home,5.36
45995,10e,Entire home,12.42
42313,10e,Entire home,4.75
31275,3e,Private room,3.9
30663,5e,Entire home,3.6
83682,7e,Entire home,9.0
75418,13e,Shared room,2.42
14639,19e,Private room,4.98
73663,12e,Entire home,5.46
86431,1e,Private room,12.95
37370,10e,Entire home,5.8
20304,4e,Entire home,9.99
38537,8e,Entire home,7.15
41202,15e,Private room,7.95
83502,20e,Shared room,2.6
30388,16e,Entire home,6.85
9980,19e,Private room,4.22
13408,7e,Entire home,6.24
7848,17e,Entire home,8.48
46021,18e,Shared room,2.19
91802,12e,Entire home,12.46
55717,10e,Entire home,9.31
21452,7e,Entire home,2.93
27909,10e,Entire home,2.96
78434,9e,Private room,2.47
57322,1e,Private room,6.84
15344,7e,Entire home,1.91
22779,2e,Entire home,14.55
27020,5e,Entire home,2.05
40421,20e,Private room,4.58
37609,9e,Private room,1
22872,19e,Private room,7.3
40396,19e,Entire home,7.98
80085,1e,Entire home,7.62
94612,20e,Entire home,8.56
83020,15e,Entire home,9.85
73581,5e,Private room,1
87257,1e,Entire home,7.44
9163,8e,Private room,4.51
21487,19e,Shared room,3.51
63040,18e,Private room,6.49
25098,9e,Entire home,2.8
34110,7e,Entire home,7.77
95159,2e,Entire home,6.56
32676,14e,Private room,5.18
25499,9e,Entire home,5.92
77802,9e,Entire home,3.81
84286,14e,Entire home,4.54
42352,1e,Private room,13.22
1118,10e,Shared room,1.31
31574,4e,Private room,4.64
60636,14e,Entire home,1
96359,6e,Shared room,1.93
14210,6e,Private room,5.73
86042,20e,Private room,7.12
14351,13e,Entire home,1.89
54389,6e,Entire home,1.46
56836,19e,Entire home,2.75
55441,17e,Entire home,8.17
12826,11e,Private room,3.78
50928,7e,Entire home,11.65
62043,2e,Private room,1.58
92765,15e,Entire home,4.31
13111,8e,Private room,2.35
97638,5e,Private room,2.3
2119,11e,Private room,13.35
27348,6e,Private room,8.73
68405,7e,Entire home,4.49
54838,19e,Private room,1.4
58828,14e,Entire home,7.65
62393,2e,Entire home,1
75885,2e,Private room,7.55
43892,2e,Private room,3.08
90761,15e,Private room,1
4324,14e,Entire home,10.1
12218,17e,Private room,4.73
70337,14e,Entire home,1
35898,11e,Private room,5.28
60552,13e,Entire home,10.45
62646,19e,Private room,6.17
6872,16e,Entire home,11.78
63576,2e,Shared room,2.42
3958,13e,Entire home,6.26
5801,4e,Entire home,8.6
52370,16e,Entire home,1.63
19644,4e,Entire home,6.38
29148,12e,Entire home,3.27
61155,1e,Entire home,7.7
63668,18e,Private room,6.89
80020,6e,Private room,6.48
47750,3e,Entire home,9.29
43068,6e,Entire home,11.08
93082,18e,Private room,6.53
11359,20e,Entire home,6.26
47725,11e,Entire home,6.74
35109,13e,Private room,1
95988,18e,Entire home,9.64
56790,6e,Entire home,1.42
99679,20e,Entire home,10.87
96431,12e,Entire home,4.35
34220,5e,Entire home,9.02
9992,2e,Entire home,5.79
53177,18e,Entire home,7.7
87618,5e,Private room,1.69
41016,17e,Entire home,5.35
76834,13e,Entire home,1.81
13337,18e,Entire home,5.39
74922,6e,Shared room,2.89
68390,13e,Private room,4.82
13795,13e,Entire home,1
49253,7e,Private room,9.37
65686,11e,Entire home,3.28
65735,4e,Private room,6.22
18449,14e,Entire home,10.34
12761,8e,Private room,1
74922,18e,Entire home,4.59
55615,13e,Entire home,8.51
40491,6e,Entire home,6.1
81760,15e,Entire home,14.36
51060,14e,Entire home,6.15
58343,8e,Entire home,7.73
11616,5e,Entire home,5.69
90018,6e,Private room,8.42
1398,8e,Entire home,5.5
97491,12e,Entire home,3.23
3418,18e,Entire home,10.2
25121,15e,Private room,2.1
20124,10e,Private room,1.82
94080,9e,Private room,7.92
84750,19e,Private room,5.62
85496,10e,Private room,6.92
34590,10e,Shared room,1.51
50051,1e,Entire home,6.1
41901,15e,Private room,2.76
65329,2e,Entire home,5.17
77512,3e,Entire home,9.58
94649,18e,Entire home,7.29
15962,11e,Private room,9.37
91621,19e,Entire home,3.32
40058,14e,Entire home,3.68
63972,14e,Entire home,1
24231,18e,Entire home,8.3
21195,7e,Private room,5.11
88037,8e,Private room,10.18
97639,2e,Entire home,4.81
53403,1e,Entire home,5.7
43622,1e,Entire home,8.89
1021,6e,Entire home,13.09
41170,8e,Entire home,7.54
59732,16e,Private room,4.17
32372,18e,Entire home,5.91
16967,17e,Private room,3.53
21576,14e,Entire home,6.25
26401,3e,Entire home,5.61
10566,20e,Entire home,7.48
46264,10e,Private room,2.01
56815,10e,Entire home,2.48
69492,2e,Entire home,1.37
96074,20e,Private room,1.03
75680,5e,Private room,7.39
71365,6e,Entire home,9.55
97569,3e,Private room,6.01
11301,9e,Entire home,5.75
58359,8e,Private room,6.05
98324,19e,Entire home,4.93
20888,14e,Entire home,7.77
68588,14e,Entire home,6.77
48257,14e,Entire home,9.23
58456,15e,Entire home,9.99
61118,20e,Private room,5.42
66834,18e,Entire home,8.99
88457,11e,Private room,5.01
20062,7e,Entire home,4.79
95593,10e,Entire home,2.88
9931,19e,Entire home,12.01
55913,9e,Private room,6.44
28419,4e,Private room,7.6
56017,8e,Entire home,6.1
43488,2e,Private room,1
41246,15e,Entire home,7.32
37044,18e,Shared room,3.15
46342,9e,Private room,8.92
51039,19e,Entire home,7.56
54351,19e,Entire home,6.39
34799,6e,Private room,6.01
11234,20e,Entire home,5.67
55891,12e,Entire home,13.37
78766,20e,Private room,6.26
78238,6e,Entire home,12.44
40692,5e,Private room,1.8
92197,3e,Entire home,9.49
43833,12e,Entire home,11.17
80598,14e,Entire home,4.49
78460,16e,Entire home,5.2
79317,5e,Private room,6.04
65866,13e,Entire home,6.35
25412,19e,Entire home,12.11
33924,9e,Entire home,11.12
50433,12e,Private room,6.0
30289,2e,Entire home,3.86
25700,7e,Private room,3.26
8412,3e,Entire home,4.82
53127,14e,Private room,1
27932,5e,Entire home,12.77
27193,8e,Private room,1
87234,10e,Entire home,9.91
52874,20e,Entire home,6.68
40806,3e,Private room,3.89
74045,1e,Private room,4.47
14864,18e,Private room,4.71
77796,14e,Private room,2.49
74138,3e,Entire home,6.18
64025,7e,Entire home,3.42
94520,19e,Entire home,8.45
76492,9e,Entire home,7.95
21023,14e,Shared room,1.51
91790,17e,Private room,1.31
45531,1e,Entire home,5.12
5763,19e,Private room,4.8
50708,6e,Entire home,11.3
51899,12e,Entire home,11.03
37359,20e,Private room,6.19
3720,4e,Entire home,8.55
37790,7e,Entire home,7.71
94797,13e,Entire home,6.02
85638,18e,Private room,6.33
7461,13e,Private room,3.56
31869,10e,Private room,3.52
74949,7e,Private room,7.83
75033,10e,Entire home,8.39
7781,14e,Shared room,2.96
28348,15e,Entire home,9.88
81517,20e,Private room,1
27531,7e,Entire home,3.06
33200,3e,Entire home,4.77
9061,4e,Entire home,3.53
85876,8e,Entire home,8.28
82309,1e,Entire home,12.25
4673,12e,Entire home,5.07
83537,10e,Entire home,8.53
76038,19e,Shared room,1.5
20357,6e,Private room,4.54
82118,19e,Private room,5.6
36051,14e,Private room,3.81
93284,8e,Shared room,3.78
38098,18e,Private room,4.98
13786,7e,Entire home,12.89
21988,12e,Shared room,4.74
55578,6e,Entire home,10.44
48988,18e,Private room,7.31
20911,7e,Private room,3.01
68491,9e,Private room,2.49
24116,13e,Private room,8.36
87169,4e,Private room,9.54
48888,8e,Private room,2.9
25792,1e,Private room,7.36
46514,17e,Private room,7.92
39930,3e,Entire home,10.6
11319,18e,Private room,2.69
84747,12e,Entire home,2.23
3739,12e,Private room,2.45
89098,1e,Entire home,4.26
58121,5e,Private room,2.94
51337,9e,Entire home,9.86
13756,7e,Entire home,8.64
42245,20e,Entire home,17.11
82140,11e,Shared room,2.88
12633,1e,Entire home,8.56
98688,12e,Entire home,10.93
16291,18e,Entire home,11.16
87981,11e,Private room,4.08
94936,4e,Entire home,1
91344,8e,Entire home,4.37
71116,5e,Entire home,13.03
43071,13e,Entire home,3.43
77090,18e,Entire home,10.68
64240,2e,Entire home,10.33
52397,18e,Private room,7.46
22643,9e,Entire home,5.01
45666,5e,Private room,1
64177,20e,Entire home,6.84
15559,1e,Entire home,10.16
60701,4e,Entire home,1
59031,19e,Entire home,10.99
95843,6e,Entire home,10.07
75117,4e,Private room,6.33
27556,8e,Entire home,3.09
39893,2e,Entire home,9.03
29696,1e,Private room,4.76
61650,7e,Entire home,11.18
88244,1e,Entire home,4.98
27570,19e,Private room,6.94
68186,3e,Entire home,9.48
99197,18e,Private room,2.42
87776,5e,Entire home,5.53
45665,4e,Entire home,9.48
2922,3e,Entire home,1
24977,17e,Entire home,1.53
65879,8e,Entire home,5.49
85764,17e,Private room,4.45
38658,20e,Private room,7.2
98115,20e,Private room,2.45
88128,16e,Private room,4.19
42108,1e,Private room,2.15
30241,16e,Entire home,6.8
99478,2e,Private room,5.46
83102,18e,Entire home,10.75
37918,7e,Entire home,4.85
31980,11e,Entire home,4.46
30085,1e,Entire home,4.73
73266,14e,Entire home,12.94
33899,6e,Entire home,5.3
28093,1e,Private room,11.07
34762,6e,Private room,6.1
95648,19e,Private room,10.73
48240,9e,Entire home,4.01
84624,3e,Entire home,5.24
88343,16e,Entire home,6.07
16853,7e,Entire home,3.62
39592,18e,Private room,4.51
43866,14e,Private room,5.24
74774,5e,Private room,6.13
71553,20e,Entire home,2.74
57924,7e,Entire home,7.17
7098,2e,Entire home,9.83
76676,3e,Entire home,2.83
2466,7e,Entire home,6.39
43388,10e,Private room,7.01
39500,13e,Entire home,4.38
65152,20e,Entire home,8.97
40965,11e,Shared room,5.53
51294,18e,Private room,2.53
48641,2e,Entire home,10.08
58791,19e,Entire home,6.32
16970,7e,Entire home,8.58
94032,2e,Entire home,11.54
73561,8e,Private room,10.91
25887,9e,Entire home,6.89
54670,8e,Shared room,2.32
89958,8e,Private room,2.48
59180,16e,Entire home,6.26
51447,7e,Entire home,10.07
74261,14e,Private room,8.61
5536,14e,Private room,8.31
74980,3e,Entire home,1
85151,17e,Entire home,12.26
98595,19e,Entire home,3.35
85627,17e,Entire home,5.86
33817,10e,Private room,8.38
80227,4e,Entire home,9.54
69701,14e,Private room,1.62
3934,2e,Entire home,16.59
39349,10e,Entire home,4.35
97332,16e,Private room,1.61
77262,7e,Entire home,3.88
33605,8e,Entire home,8.43
55034,16e,Shared room,4.77
4569,6e,Private room,6.79
34728,4e,Private room,4.76
24452,8e,Private room,2.61
47868,18e,Private room,6.06
59815,9e,Entire home,6.44
23270,13e,Private room,11.87
54916,17e,Entire home,1.22
90465,7e,Private room,6.56
86911,17e,Entire home,14.5
64474,11e,Entire home,4.28
4844,9e,Entire home,10.04
67295,14e,Entire home,5.05
12213,4e,Private room,9.66
79171,18e,Entire home,6.12
16399,13e,Entire home,3.71
11459,17e,Entire home,4.38
97933,4e,Entire home,5.4
76914,13e,Entire home,2.02
52690,20e,Private room,3.86
81403,17e,Private room,5.75
12309,19e,Entire home,1
99845,2e,Private room,5.29
50808,10e,Entire home,6.86
68460,16e,Entire home,5.58
7675,19e,Entire home,3.87
38358,1e,Private room,7.78
54477,6e,Private room,8.45
28458,11e,Entire home,5.17
30145,10e,Entire home,6.5
84936,7e,Entire home,8.37
75299,4e,Entire home,7.18
95182,4e,Private room,3.52
25532,5e,Shared room,4.28
5118,6e,Private room,9.61
82490,3e,Entire home,9.1
28513,3e,Private room,1.96
85030,17e,Entire home,6.07
40512,10e,Entire home,6.9
98220,13e,Private room,1.0
74248,10e,Entire home,6.26
90876,8e,Private room,5.55
78050,4e,Entire home,10.78
74275,10e,Entire home,12.15
61818,13e,Private room,10.72
11705,18e,Private room,2.1
83042,5e,Entire home,8.07
65346,8e,Entire home,9.85
13607,17e,Entire home,12.35
19976,16e,Entire home,1
64450,3e,Entire home,5.01
63256,15e,Entire home,1
58191,14e,Entire home,5.46
48839,4e,Entire home,5.67
1291,11e,Entire home,1.24
34683,12e,Entire home,7.34
10339,17e,Entire home,5.57
34799,1e,Private room,8.8
16357,11e,Private room,5.29
86631,8e,Entire home,6.9
81693,4e,Entire home,4.27
69096,17e,Private room,6.57
25346,16e,Entire home,6.47
15881,13e,Entire home,13.41
99590,16e,Private room,2.68
6689,4e,Private room,7.44
77752,6e,Entire home,4.03
8826,10e,Entire home,11.81
77720,16e,Entire home,2.93
87375,15e,Entire home,7.53
35300,3e,Entire home,4.01
17009,3e,Entire home,5.7
74090,5e,Entire home,5.65
38899,13e,Shared room,4.63
43279,2e,Private room,7.96
93936,6e,Entire home,7.43
72012,15e,Private room,1
60355,11e,Private room,7.44
14725,15e,Entire home,4.06
28839,15e,Private room,3.13
37344,10e,Private room,8.58
52318,13e,Entire home,6.11
30302,9e,Private room,2.83
71846,8e,Entire home,7.21
73729,19e,Shared room,2.62
33657,6e,Private room,2.16
32708,7e,Private room,9.92
14879,19e,Private room,1.43
96620,16e,Private room,7.02
38513,17e,Private room,6.66
69012,13e,Private room,5.8
75070,10e,Entire home,6.45
31878,10e,Entire home,11.49
41809,15e,Private room,3.74
32114,16e,Private room,8.45
64564,14e,Entire home,1
79680,2e,Private room,4.7
91709,10e,Entire home,1
95911,10e,Entire home,5.81
33782,12e,Entire home,10.81
37286,15e,Private room,10.43
70916,15e,Entire home,8.04
81558,12e,Entire home,1.63
13979,1e,Entire home,9.57
46053,5e,Private room,1
52229,4e,Private room,5.73
69291,5e,Entire home,6.44
39756,8e,Shared room,4.86
71064,6e,Private room,1.63
82378,12e,Private room,8.37
65656,1e,Shared room,4.11
25465,16e,Entire home,7.51
7370,15e,Private room,10.34
19811,11e,Private room,3.46
80319,3e,Entire home,8.81
15701,15e,Private room,1.59
19000,4e,Entire home,2.89
73987,9e,Entire home,1.1
67299,7e,Entire home,12.51
90816,20e,Entire home,5.05
46829,2e,Entire home,7.47
26635,12e,Private room,2.91
66003,10e,Entire home,2.1
58697,9e,Entire home,9.25
48979,8e,Private room,4.94
53690,17e,Private room,1.17
83161,11e,Entire home,9.14
41660,5e,Entire home,8.02
21298,18e,Entire home,15.53
74864,11e,Private room,3.72
5882,14e,Entire home,9.08
27036,20e,Entire home,3.1
70237,20e,Entire home,7.3
61125,2e,Entire home,6.64
36970,20e,Entire home,8.64
23312,13e,Entire home,7.0
79687,13e,Entire home,6.7
91705,5e,Entire home,1
43907,17e,Private room,8.84
90494,7e,Private room,10.67
97045,11e,Private room,3.59
17094,18e,Private room,2.65
6656,8e,Entire home,11.78
49271,11e,Entire home,9.93
45910,6e,Private room,3.84
15669,1e,Entire home,2.86
54534,1e,Private room,5.59
56015,18e,Entire home,2.39
92528,13e,Private room,5.0
26745,8e,Entire home,1.25
56468,5e,Entire home,13.74
72536,18e,Private room,7.87
88083,1e,Entire home,9.92
76401,17e,Entire home,6.09
17830,5e,Entire home,4.53
45523,16e,Private room,2.33
42668,18e,Private room,2.59
21639,9e,Entire home,6.09
93186,16e,Entire home,6.9
52939,17e,Private room,7.01
48996,12e,Entire home,9.29
38365,18e,Private room,3.27
68246,15e,Private room,1.92
1289,2e,Private room,7.03
50998,17e,Private room,8.34
34544,19e,Entire home,3.84
81107,5e,Private room,5.82
42333,2e,Entire home,4.33
28638,8e,Entire home,4.19
23885,6e,Private room,3.18
18084,15e,Private room,7.45
92717,12e,Private room,6.29
33691,5e,Entire home,3.03
28495,17e,Private room,4.43
3686,2e,Private room,4.93
71498,10e,Entire home,9.43
84549,2e,Entire home,4.0
17724,19e,Private room,1.86
35274,18e,Entire home,6.35
90050,19e,Private room,9.08
13305,2e,Entire home,3.89
54008,1e,Private room,4.46
9764,14e,Entire home,5.57
12146,18e,Entire home,1.56
52994,19e,Entire home,9.06
46629,6e,Private room,3.58
77489,5e,Entire home,7.06
6182,7e,Private room,6.63
65193,15e,Entire home,4.06
71979,7e,Entire home,10.43
82690,2e,Entire home,12.24
18186,12e,Shared room,4.55
42997,13e,Entire home,7.97
50045,16e,Private room,3.81
75155,1e,Entire home,1
2426,4e,Entire home,2.4
76914,20e,Entire home,5.12
22475,20e,Private room,1.88
91715,16e,Entire home,1
30917,3e,Entire home,11.8
12282,20e,Private room,2.93
82097,17e,Private room,2.09
6054,9e,Entire home,7.6
91839,2e,Private room,3.78
26439,19e,Entire home,4.09
77424,14e,Entire home,8.0
19219,13e,Private room,7.23
44341,15e,Entire home,9.75
74063,14e,Entire home,6.85
47062,15e,Entire home,1
45843,18e,Private room,9.82
20635,8e,Private room,6.61
83782,9e,Shared room,5.29
90549,18e,Shared room,4.28
81819,8e,Entire home,1.32
